%time,field.x,field.y,field.z
8249.201,-6.169859247082437,1.7700111645351055,1.5338777642380577
8249.202,-6.170023775674925,1.7697437946553398,1.5338895882518615
8249.203,-6.170188266122498,1.7694763882715383,1.533901411273172
8249.204,-6.170352718268149,1.7692089452912276,1.5339132339756711
8249.205,-6.170517131957902,1.7689414656244329,1.5339250569427343
8249.206,-6.170681507041938,1.7686739491858854,1.5339368802829396
8249.207,-6.170845843373068,1.7684063958932497,1.533948704082982
8249.208,-6.17101014080599,1.7681388056639245,1.5339605284115418
8249.209,-6.171174399196673,1.7678711784149133,1.5339723533172722
8249.21,-6.171338618402893,1.7676035140578725,1.5339841793428677
8249.211,-6.171502798283828,1.7673358125101195,1.533996006969693
8249.212,-6.171666938699658,1.7670680736899533,1.5340078366294936
8249.213,-6.171831039511209,1.766800297515847,1.5340196687062664
8249.214,-6.171995100580205,1.7665324839069123,1.5340315035280063
8249.215,-6.172159121770066,1.766264632785736,1.5340433413648897
8249.216,-6.172323102945493,1.7659967440761912,1.5340551824374657
8249.217,-6.172487043971786,1.765728817702974,1.5340670269202257
8249.218,-6.172650944715288,1.7654608535944831,1.5340788747082112
8249.219,-6.172814805042873,1.7651928516797868,1.5340907256684828
8249.22,-6.172978624821909,1.764924811889149,1.5341025796429317
8249.221,-6.173142403920225,1.7646567341538584,1.5341144364523778
8249.222,-6.1733061422038,1.7643886184027073,1.5341262962829516
8249.223,-6.173469839538322,1.7641204645641928,1.5341381592946883
8249.224,-6.173633495789908,1.7638522725680592,1.5341500256233824
8249.225,-6.1737971108258005,1.7635840423452294,1.5341618953845897
8249.226,-6.173960684513644,1.763315773831788,1.5341737682093497
8249.227,-6.174124216720744,1.7630474669637684,1.5341856437335477
8249.228,-6.17428770731428,1.762779121676442,1.5341975215974646
8249.229,-6.174451156162211,1.7625107379046827,1.5342094014446541
8249.23,-6.174614563132185,1.7622423155781952,1.5342212834787203
8249.231,-6.174777928092464,1.7619738546279113,1.5342331678581203
8249.232,-6.174941250912409,1.7617053549856885,1.5342450547025952
8249.232,-6.175104531462863,1.7614368165838912,1.534256944097776
8249.232,-6.1752677696181495,1.7611682393510162,1.5342688365623278
8249.235,-6.175430965253516,1.7608996232139207,1.534280732548782
8249.236,-6.175594118244904,1.7606309681012644,1.5342926324474273
8249.237,-6.175757228469019,1.7603622739440303,1.534304536595432
8249.238,-6.175920295804155,1.760093540673345,1.5343164454132818
8249.239,-6.176083320130578,1.7598247682198975,1.5343283592645527
8249.24,-6.176246301329805,1.7595559565155066,1.534340278459316
8249.241,-6.176409239284005,1.7592871054934676,1.5343522032599017
8249.242,-6.176572133877142,1.7590182150926899,1.534364133386626
8249.243,-6.176734984994337,1.758749285254206,1.5343760685653618
8249.244,-6.176897792521824,1.7584803159187155,1.5343880085287704
8249.245,-6.17706055634663,1.7582113070266583,1.5343999530134673
8249.246,-6.177223276354223,1.7579422585099849,1.534411902553677
8249.246,-6.177385952430212,1.7576731703074082,1.5344238576109774
8249.248,-6.177548584461134,1.757404042358169,1.534435818589214
8249.249,-6.177711172335136,1.757134874600874,1.5344477858365146
8249.25,-6.177873715940414,1.756865666974369,1.5344597596726433
8249.251,-6.178036215166635,1.756596419418731,1.534471740365586
8249.252,-6.178198669905882,1.7563271318753344,1.5344837281370114
8249.253,-6.178361080053434,1.7560578042865043,1.534495723167574
8249.254,-6.178523445511234,1.755788436599524,1.5345077253198258
8249.255,-6.178685766184939,1.7555190287579565,1.534519734436703
8249.256,-6.178848041983187,1.755249580707413,1.5345317503382627
8249.257,-6.17901027281701,1.7549800923961054,1.5345437728293903
8249.258,-6.1791724585993775,1.7547105637727478,1.5345558017812877
8249.259,-6.179334599245669,1.7544409947852795,1.5345678370485525
8249.26,-6.1794966946732774,1.7541713853821412,1.5345798784698308
8249.261,-6.1796587448011895,1.75390173551286,1.534591925870337
8249.262,-6.179820749550238,1.7536320451249436,1.5346039792935613
8249.263,-6.179982708843002,1.753362314168035,1.5346160387654795
8249.264,-6.180144622604141,1.7530925425919557,1.5346281042982772
8249.265,-6.180306490760616,1.7528227303467083,1.5346401758899355
8249.266,-6.180468313239455,1.7525528773805636,1.5346522536877372
8249.267,-6.1806300899692275,1.7522829836450877,1.5346643378087288
8249.268,-6.180791820880871,1.7520130490919865,1.5346764283461662
8249.269,-6.18095350590852,1.751743073672693,1.5346885253696707
8249.27,-6.18111514498993,1.7514730573390056,1.5347006289260126
8249.271,-6.181276738066438,1.7512030000434744,1.5347127390410293
8249.272,-6.181438285082757,1.750932901739281,1.5347248557220787
8249.273,-6.181599785986762,1.7506627623799333,1.534736978960683
8249.274,-6.181761240730226,1.7503925819182486,1.5347491088106548
8249.275,-6.181922649269006,1.7501223603076088,1.5347612453041761
8249.276,-6.182084011562045,1.7498520975017016,1.5347733884546924
8249.277,-6.182245327570245,1.749581793454416,1.5347855382589453
8249.278,-6.182406597255393,1.7493114481206486,1.5347976946501751
8249.279,-6.182567820581366,1.7490410614548784,1.5348098575354074
8249.28,-6.182728997513866,1.7487706334121118,1.5348220267978896
8249.281,-6.18289012802011,1.7485001639479467,1.5348342023010013
8249.282,-6.1830512120670615,1.748229653020471,1.5348463837520372
8249.283,-6.183212249623104,1.7479591005859896,1.534858570841943
8249.284,-6.183373240658324,1.7476885066016354,1.5348707632453626
8249.285,-6.1835341851449135,1.7474178710256822,1.5348829606254206
